term,n_T,n_ST,p_T,p_ST,ll,category
mark suggest,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
pscell pcell,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
pwd nt,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
put wrong,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
put time,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
markman xe,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
martin nmaurizio,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
put proper,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
put forg,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
match asn,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
match cach,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
bitt den,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
put effort,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
match network,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
push cc-poi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
purpos rout,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
purpos ndon,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
materi copi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
purist pov,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
matter session,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
publish correct,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
public subject,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
public restrict,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
public nas,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
maurizio ask,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
public inform,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
public file,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
public domain,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
public contribut,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mandat symmetr,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
rds nfinal,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mandat happi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
record nthe,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
record mdf,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ma-confirm happen,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
maart aan,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
record correct,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
machine-to-machin wrong,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reconstruct full,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
recommend suitabl,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
recommend set,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
recommend sa,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mail https,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mail ncomment,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
behalf musgrov,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
constraint qfi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mail nif,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
recogn ncheer,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mail thing,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mailto herbert,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
constraint larger,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
recent meet,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
receiv version,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
behav receiv,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mailto shannon,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
receiv task,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
receiv sms,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
receiv sm,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
mailto yann,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
constrain qfi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
m-read-rec-ind don,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
record retriev,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
manag tfs,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
begin releas,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refer releas,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ls document,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
bearer nall,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refer paramet,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
content bearer,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refer nwith,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ls mark,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ls nnag,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refer nnon,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refer need,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ls nsa,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ls peopl,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refer model,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
lt informationen,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ltg mailto,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
contain intend,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refer deliveri,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
contain gpp,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
luke fix,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refer associ,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
refactor oid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
luke rais,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
luke short,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
begin differ,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
luke steij,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
m-read-orig-ind m-read-rec-ind,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
contact compani,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
constrain lea,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
constrain integ,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
receiv intercept,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
receiv imsi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ber-encod ccpayload,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reader option,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make messag,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make nedoc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make nit,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make overwrit,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make queri,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
read nensur,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make rat-specif,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make refer,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
bernhard initi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make today,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make track,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
manag ascend,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
manag cc-tf,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
consid reject,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
consid public,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
manag iri-poi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
re-us ts,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
manag knowledg,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
bestimmt sind,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
manag map,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
betreff incom,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
re-open issu,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
consid nleav,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
bf nthis,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
bfb bef,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
consist bracket,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
readreport care,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
readreport non-loc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make choos,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
receiv icf,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
maintain map,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
maintain nhas,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
maintain nsession,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
receiv cc-tf,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
major point,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make agreement,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reassign context,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make align,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make area,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reason-for-change-box cover,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reason stop,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reason spot,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
real asn,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reason size,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
consist nthis,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reason out-of-d,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reason oss,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reason nso,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
benachrichtigen sie,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
consist mandatori,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make general,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
reason asn,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
make happiest,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
realiz nstill,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
real attract,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
level implic,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
author attempt,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
protocol protocol,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
involv handl,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set call,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
involv ninstead,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session xc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
involv provid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iot repetit,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iot ue,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session subsequ,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session state,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session provid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
asn section,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
cr pass,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session pdusessionid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session nstart,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session nregard,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session nmaintain,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
ip etsi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
cr offer,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
cr nthank,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session long-held,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session leg,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session iri-begin,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri consid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri interfac,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
asn valid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri non-ma,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
cr nhey,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
session --,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
asn option,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set https,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic tap,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set iri-poi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sheet occas,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
cr show,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sgsns contigu,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
asn length,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
intern poi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
intern traffic,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sgsn need,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
interoper strang,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sgsn free,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sgsn composit,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sgsm hss,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sgi interfac,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sever consequ,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
setup show,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
setup race,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
asn ndefinit,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
setup nv,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
introduc latenc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set version,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
introduc non-mobil,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set tispan,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
invalu sound,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set present,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set nthis,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set nice,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set mix,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
set mandat,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri oid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
cr nagre,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
short convers,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-end session,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
server nani,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
server event,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-paramet structur,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
assign li,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
serv ue,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
serv amf,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sequenc userloc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-poi packet,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sequenc nsix,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-poi poi,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sequenc eutraloc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-poi xcc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sept sa,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-report cue,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-report event,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-report indic,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
separ sort,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
separ sentenc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
separ propos,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-tf support,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
separ nice,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
separ mark,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
assist nanyon,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
separ ip,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
irivers enumer,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
irivers xc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
separ distribut,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-on find,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
server nsorri,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic state,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
cr longer,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
aspect add,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic separ,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic refer,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic nf,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic nbest,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic n-,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri xe,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic mdf,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-begin iri-end,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic howard,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-begin iri-report,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-begin session,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-begin start,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic file,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-continu mid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
aspect stage,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
cr mirror,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-end end,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-end eoiwsa,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-end iri-report,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
servic chain,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-end matter,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
iri-end report,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
aspx tbid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
server set,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
server ptc,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
server observ,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
interfac xe,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
interfac requir,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
author attach,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
input comment,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
size octet,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
size ll,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
size lea,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
situat consid,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
situat case,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
insert branch,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sirf generat,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
insert lowermost,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
sip request,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
integ general,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
architectur tacit,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
singl cc-tf,0.0,1000.0,0.0,0.15598190609889254,-50.19894020031544,S\T
